"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes"
"Snd1",147.947090163415,0.0909732957372688,0.0835094651094919,1.08937706184552,0.275987642440571,0.737641856836262,"Snd1"
"Met",88.7525662972077,-0.152840618815685,0.140621072247547,-1.08689698046554,0.277082340937696,0.737641856836262,"Met"
"Paqr4",24.5649159363655,0.158920856312599,0.145855606476651,1.08957660354345,0.275899693890091,0.737641856836262,"Paqr4"
"F630028O10Rik",37.8724791948177,-0.152863335957084,0.140584752178071,-1.08733937065565,0.27688685509504,0.737641856836262,"F630028O10Rik"
"Ccdc127",31.6721509779402,0.164881908332882,0.151420457264646,1.08890113866654,0.276197484072333,0.737641856836262,"Ccdc127"
"Themis2",58.0641787496615,0.14445383037075,0.132692622160328,1.08863498225404,0.276314883831508,0.737641856836262,"Themis2"
"Vdac2",402.421429824891,-0.0777997832196507,0.071371608952895,-1.09006626529883,0.275683955152508,0.737641856836262,"Vdac2"
"Luzp1",72.3104969091235,-0.126331446431617,0.115684381557946,-1.09203545656107,0.274817516854595,0.737641856836262,"Luzp1"
"Trappc1",62.4486541930118,-0.156019839820773,0.143457795498471,-1.08756613245486,0.276786688772658,0.737641856836262,"Trappc1"
"Plekha1",51.592418059431,-0.14176579816738,0.130538638195579,-1.086006412561,0.277476155192291,0.737641856836262,"Plekha1"
"Nsa2",93.5404768523631,-0.127155665562937,0.116741775948179,-1.0892044816877,0.276063723037662,0.737641856836262,"Nsa2"
"Uqcrfs1",336.017480856317,-0.0881816172516104,0.0812002536799508,-1.08597711528312,0.277489117091169,0.737641856836262,"Uqcrfs1"
"Hp1bp3",77.8477025377734,-0.102225150944609,0.0939255213155863,-1.08836394531297,0.276434471320876,0.737641856836262,"Hp1bp3"
"Bcl2a1a",533.526055564087,-0.127404920708166,0.117089080816644,-1.08810249273095,0.276549863411707,0.737641856836262,"Bcl2a1a"
"Chchd3",69.8863508421723,-0.113008623778978,0.104326037329121,-1.08322549837166,0.27870834453122,0.737815273597398,"Chchd3"
"Galm",24.916429252168,-0.170247472370724,0.157174688792336,-1.08317359289103,0.278731378554687,0.737815273597398,"Galm"
"Luc7l3",26.5184567656176,0.163117739638692,0.150467865582047,1.0840702698062,0.278333643527967,0.737815273597398,"Luc7l3"
"Pnkp",48.9790988486566,-0.12385813991416,0.11421126466537,-1.08446518193328,0.278158596674028,0.737815273597398,"Pnkp"
"Haus5",25.1422030268625,-0.172195953764263,0.158903865688278,-1.08364861369742,0.278520627532815,0.737815273597398,"Haus5"
"H2-Q7",31.4681582600322,-0.190195584782289,0.17564452792344,-1.08284378130579,0.278877768845178,0.737815273597398,"H2-Q7"
"Snrpa1",76.6160542705567,-0.11895302407403,0.109597593163836,-1.08536164563585,0.277761512652318,0.737815273597398,"Snrpa1"
"Pcsk7",29.3349573421823,-0.15445117322214,0.142595008185085,-1.08314572289701,0.278743746917818,0.737815273597398,"Pcsk7"
"Ubac2",47.8358953615358,-0.133795022354426,0.123531315767566,-1.0830858679282,0.278770311084329,0.737815273597398,"Ubac2"
"Eps8",58.3610550634581,0.140022891116593,0.129287460768352,1.08303535613153,0.278792730008002,0.737815273597398,"Eps8"
"Gas2l3",45.1549208492514,0.137222844308919,0.126953564239857,1.08089004929125,0.279746025485333,0.738388787342981,"Gas2l3"
"Exosc9",38.0597569174185,-0.137228109492051,0.126956038838772,-1.08091045331309,0.279736948265124,0.738388787342981,"Exosc9"
"Puf60",113.779310552072,-0.104318553396538,0.0964815081314893,-1.08122846975369,0.27959549687305,0.738388787342981,"Puf60"
"Cpeb4",47.3964550434562,-0.138996233323846,0.128552920430868,-1.08123746125701,0.279591498224903,0.738388787342981,"Cpeb4"
"Mul1",40.1723029736911,-0.146807742885502,0.135749917729973,-1.08145732491363,0.279493733857709,0.738388787342981,"Mul1"
"Gmppa",43.8147290144599,0.124861266453937,0.115665851808885,1.07949982212767,0.280364973044851,0.739317466370236,"Gmppa"
"Lsm4",58.4153221119769,-0.15108072008776,0.139990537554444,-1.07922094397989,0.280489245226047,0.739317466370236,"Lsm4"
"Ten1",46.1108498086007,0.14151155127653,0.131059413047792,1.07975114481038,0.280253012026813,0.739317466370236,"Ten1"
"Hipk3",69.0614863402319,-0.118359997333085,0.109735749136707,-1.07859105409335,0.280770071038755,0.739713618120235,"Hipk3"
"Ints9",24.9154719584778,-0.164816150500482,0.152896252654305,-1.07796069321024,0.28105129790757,0.739766700066046,"Ints9"
"Gpbp1",49.4956814691353,-0.125663227672823,0.116547949856677,-1.0782105376144,0.280939810383661,0.739766700066046,"Gpbp1"
"Mrpl22",26.3415005876164,0.176280861797293,0.163805449220381,1.07615993629203,0.28185573403872,0.739822345899688,"Mrpl22"
"Rab20",61.5432867337386,-0.13308816355151,0.123578461646936,-1.07695274546906,0.281501377197173,0.739822345899688,"Rab20"
"Sil1",28.2314505133732,0.15731385136161,0.146124523705184,1.07657392046664,0.281670660451686,0.739822345899688,"Sil1"
"Pkn1",48.847229160775,0.126273467845562,0.117227575025053,1.0771652302675,0.281406455618309,0.739822345899688,"Pkn1"
"Parp3",23.7388547963107,-0.163528924432417,0.151808091582366,-1.07720822209066,0.281387252878557,0.739822345899688,"Parp3"
"Ybx1",124.545477219028,-0.158836553242434,0.147588934868239,-1.07620908968709,0.281833755465946,0.739822345899688,"Ybx1"
"Cd200r4",499.092639586264,-0.0741928397300655,0.0689984907189766,-1.07528206714325,0.282248462472526,0.740510202236947,"Cd200r4"
"Tnfsf8",34.5250640375013,-0.133263977587224,0.123977695630762,-1.07490284368665,0.282418228703881,0.740612726545532,"Tnfsf8"
"Urod",36.0463002906517,-0.148777157308082,0.138449563175779,-1.07459463139794,0.282556256490628,0.740631963706007,"Urod"
"Il4ra",151.997139468738,0.107648108330728,0.100221098489647,1.07410625060998,0.282775063393457,0.740862822122386,"Il4ra"
"Vps13d",51.1502762149603,-0.129247010170507,0.120620976109764,-1.07151354879513,0.283938581950449,0.741552390208717,"Vps13d"
"Eif3m",162.425282289634,-0.0922907965564722,0.086177635776447,-1.07093674275172,0.284197873488018,0.741552390208717,"Eif3m"
"Ndufa9",133.553637099765,-0.105371836672613,0.0984693781097091,-1.07009751351546,0.284575418230786,0.741552390208717,"Ndufa9"
"Rtca",55.7887523427974,-0.120000454486094,0.112147443870425,-1.07002398222061,0.284608513976347,0.741552390208717,"Rtca"
"Arl6ip1",345.032807555421,0.074150272668436,0.0691860133116575,1.07175235454623,0.283831278530628,0.741552390208717,"Arl6ip1"
"Zfp263",44.1158257854102,-0.143596940481682,0.133803108051301,-1.07319585152406,0.283183251625977,0.741552390208717,"Zfp263"
"Cops2",51.4624304891457,-0.12727766806228,0.118769901297742,-1.07163234684527,0.283885198576406,0.741552390208717,"Cops2"
"Pigs",132.681051010991,0.0933699022545055,0.0872032376821406,1.07071600477545,0.284297144187481,0.741552390208717,"Pigs"
"Wdr1",712.186846166634,-0.0833321901320654,0.0778279639399211,-1.07072298841575,0.284294003132135,0.741552390208717,"Wdr1"
"Clasp1",25.0473749946125,-0.154504791831355,0.144330477586161,-1.07049317937107,0.284397377448129,0.741552390208717,"Clasp1"
"Nmd3",76.2798112056736,-0.120528091655779,0.112612445582488,-1.07029104138843,0.284488325597701,0.741552390208717,"Nmd3"
"Cct7",267.937861341223,-0.0858661880474482,0.0800559467106466,-1.07257726097228,0.283460831702347,0.741552390208717,"Cct7"
"Nipbl",49.7228279882315,-0.121603034267484,0.113707631889865,-1.06943599340162,0.284873255894694,0.741901075898543,"Nipbl"
"Mucl1",30.1581283052337,-0.195048711300272,0.182448427978943,-1.06906216436561,0.285041658979802,0.741998659365428,"Mucl1"
"Ak8",27.2692589572958,-0.154041444351537,0.14418111943065,-1.06838846140066,0.285345319710818,0.742448083930765,"Ak8"
"St6gal1",26.0879125906125,-0.154393715073088,0.144611107171028,-1.06764769382818,0.285679461109334,0.742784411451005,"St6gal1"
"Txn1",510.518049047026,0.139599351552295,0.130769677759789,1.06752080408675,0.28573672436266,0.742784411451005,"Txn1"
"Cers2",230.178435854523,0.102625964781524,0.0961900420895209,1.06690840914711,0.286013197189815,0.7431622138811,"Cers2"
"Tmem30a",149.443818643714,-0.0974768114099792,0.0914645329420489,-1.0657334408709,0.286544156253251,0.744200611130694,"Tmem30a"
"Slc25a17",69.1186415444868,-0.115770172599655,0.108674830088958,-1.06528965819306,0.286744871294239,0.744380753836212,"Slc25a17"
"Fnip1",33.4678587548834,-0.153115479033006,0.143953192377507,-1.06364767952816,0.287488334432037,0.744470951525959,"Fnip1"
"Lrp12",221.986795441107,0.079343554556996,0.0746256284928479,1.06322125735397,0.287681624516497,0.744470951525959,"Lrp12"
"Pdlim5",63.7625702202326,-0.135823147419733,0.127587140348319,-1.06455201557876,0.287078703971386,0.744470951525959,"Pdlim5"
"Chtf8",32.4511999160842,-0.15410185493939,0.145027546542326,-1.06256955049857,0.287977201754183,0.744470951525959,"Chtf8"
"Exoc4",38.475306575655,-0.14077279022336,0.132484276663412,-1.06256224337478,0.287980517011488,0.744470951525959,"Exoc4"
"Ebpl",35.34244651849,0.153511831673158,0.144507066338588,1.06231366785533,0.288093311575159,0.744470951525959,"Ebpl"
"Cope",307.716569490317,0.0978877920221315,0.0920063814687341,1.06392394157351,0.287363156225119,0.744470951525959,"Cope"
"Appl1",45.7673358242768,-0.123789985783417,0.116460933021232,-1.06293142749293,0.28781304960993,0.744470951525959,"Appl1"
"Rbm27",23.8018709875849,0.161596121565998,0.152014356186688,1.06303197684528,0.287767450314152,0.744470951525959,"Rbm27"
"Gm20300",90.0828100795568,0.166278977645402,0.156300965036439,1.06383845810957,0.28740188605096,0.744470951525959,"Gm20300"
"Pcyt1a",92.1640796178841,0.105458164693234,0.0994384042549931,1.06053758086065,0.288900102366185,0.746187557984711,"Pcyt1a"
"Acox1",96.3747322937272,-0.107608213935009,0.101491154751469,-1.06027184534966,0.289020944022665,0.746187557984711,"Acox1"
"Taf1",27.6224733265087,-0.15348247847381,0.144868057132432,-1.05946391158889,0.289388556291976,0.74679642463872,"Taf1"
"Denr",144.445215591272,-0.12105721992082,0.114334698538974,-1.05879686103825,0.289692303527395,0.747240001861514,"Denr"
"Ddx27",34.9922171728972,-0.142307492757279,0.134765070013108,-1.0559671934533,0.290983203404823,0.748302449160914,"Ddx27"
"Edc4",39.8828071198565,-0.14260724739046,0.135098591510042,-1.05557908336787,0.291160561214014,0.748302449160914,"Edc4"
"Vps33a",64.2534374927982,-0.113962183408501,0.107904428970223,-1.05613999810841,0.290904258844011,0.748302449160914,"Vps33a"
"Baz1a",52.9414686074991,-0.138402840961687,0.131103218848304,-1.05567843549158,0.291115152548674,0.748302449160914,"Baz1a"
"Scarb1",79.4327664048226,-0.11203902929003,0.10602687703672,-1.05670403978066,0.290646680726371,0.748302449160914,"Scarb1"
"Ocrl",25.1493979308482,0.156596167867962,0.148090098621572,1.05743847377756,0.290311520414808,0.748302449160914,"Ocrl"
"Vars",58.8007579249339,0.132913502647095,0.125715711905483,1.05725450409113,0.290395450895471,0.748302449160914,"Vars"
"Clint1",25.2751074577437,0.1518746291741,0.143807565613564,1.05609623892956,0.290924248547201,0.748302449160914,"Clint1"
"Ccdc80",427.269473684292,0.0909652646044688,0.0862244973921502,1.0549816740683,0.291433706212065,0.748664919811321,"Ccdc80"
"Prickle3",35.028917155266,0.135579824520068,0.128583958517008,1.05440698889461,0.291696623884159,0.748739158931911,"Prickle3"
"Abi1",152.536654389711,-0.109658421353588,0.104006604543872,-1.05434094146716,0.29172685070084,0.748739158931911,"Abi1"
"Umps",37.0548479559422,-0.134763174623451,0.128013480086509,-1.05272643578146,0.292466389061512,0.750288239842529,"Umps"
"Fkbp4",52.6121216837554,-0.134704735226627,0.12809674014968,-1.05158597376659,0.292989545767914,0.750288239842529,"Fkbp4"
"Setd8",66.0971800574315,-0.11085743350645,0.105488269840721,-1.05089820578,0.293305344547102,0.750288239842529,"Setd8"
"Crlf2",32.0676070042772,-0.15228193141796,0.144854934045611,-1.05127196682173,0.293133698346347,0.750288239842529,"Crlf2"
"Tmed5",207.296522178202,0.0939679089966172,0.0893777027862233,1.05135739750856,0.293094474584458,0.750288239842529,"Tmed5"
"Cabin1",64.0761043328846,0.12420390814432,0.118208959662775,1.05071484004806,0.293389578170292,0.750288239842529,"Cabin1"
"Gm13363",314.209798920184,-0.111179265967531,0.105639942409477,-1.05243588203203,0.292599613296073,0.750288239842529,"Gm13363"
"Rrp1",179.117138688877,-0.0764258499052024,0.072690612908963,-1.0513854106708,0.293081613677877,0.750288239842529,"Rrp1"
"Usp4",84.0567444243349,-0.113504284053292,0.108068786164445,-1.05029664977061,0.293581745024358,0.750441023479042,"Usp4"
"Csde1",319.55133413005,-0.0776468107343557,0.0741143253214652,-1.04766265357701,0.294794059933316,0.750830533771731,"Csde1"
"Ndufa11",100.480609014269,0.144477358681388,0.137699302571949,1.04922360522412,0.294075216840554,0.750830533771731,"Ndufa11"
"Rpl26",99.766422846451,0.195746574933577,0.186796218678382,1.04791508264204,0.294677732586725,0.750830533771731,"Rpl26"
"Stub1",125.308699483007,-0.0928681170135038,0.0885792930380759,-1.04841790703369,0.294446106787498,0.750830533771731,"Stub1"
"Grina",178.891265335033,-0.0874303095005499,0.0832970515561561,-1.04962069925857,0.293892536411597,0.750830533771731,"Grina"
"Trim37",24.8494174151692,-0.164713044965354,0.157131967467223,-1.04824656382994,0.294525022234969,0.750830533771731,"Trim37"
"Tyk2",63.0118053933799,0.142695837679612,0.136140581446488,1.04815064078231,0.294569207650766,0.750830533771731,"Tyk2"
"Cyb5",338.212197639203,-0.108528967044977,0.103566987821713,-1.04791081914834,0.294679697084865,0.750830533771731,"Cyb5"
"Mrpl55",22.7379409550281,-0.163059216755296,0.155718772345023,-1.04713911046003,0.295035423346074,0.75110770175301,"Mrpl55"
"Ddx23",23.1441418030476,0.174673548660084,0.166860690327466,1.04682264179349,0.295181385651604,0.751141855629835,"Ddx23"
"Shisa5",539.030124252567,-0.0761168332646932,0.0727454273016073,-1.04634526303774,0.295401654728665,0.75136498085608,"Shisa5"
"Clip1",23.9045524211646,-0.165323740320189,0.158046392332012,-1.0460456444516,0.29553995904806,0.751379519033359,"Clip1"
"Ppp2ca",41.8429503716688,-0.147146981115873,0.140766441397643,-1.04532713660215,0.29587179982486,0.751566684020958,"Ppp2ca"
"Srpk2",31.5459659678642,-0.15066727532848,0.144136184802441,-1.04531194255621,0.295878819843084,0.751566684020958,"Srpk2"
"Map1lc3a",26.7701425871647,-0.178967946886847,0.171290290716585,-1.04482248315502,0.29610502162195,0.751804282048203,"Map1lc3a"
"Sf3b4",54.4973884375672,0.124656697707598,0.119420688413139,1.04384507713057,0.296557072292869,0.752277944800218,"Sf3b4"
"Parp9",45.2878710521837,-0.176215760030471,0.168778586411354,-1.044064675367,0.296455467832599,0.752277944800218,"Parp9"
"Mink1",30.6395328850647,0.165703847435505,0.158924360039392,1.04265857917837,0.297106448141972,0.753129579769618,"Mink1"
"Zfp217",32.894052497957,-0.152390897953152,0.146241407190264,-1.04205027072044,0.297388372657743,0.753129579769618,"Zfp217"
"Med15",83.4563535030991,-0.110391020147555,0.105902562680229,-1.04238289757802,0.297234192425475,0.753129579769618,"Med15"
"Qdpr",185.038408255732,0.0928050709829314,0.0890667103794457,1.04197259096647,0.297424386716853,0.753129579769618,"Qdpr"
"Polr2b",44.7641057401951,-0.128920078213443,0.123805501233592,-1.04131138704573,0.297731053551135,0.753569397264082,"Polr2b"
"Cct5",361.955233597049,-0.0657264273738399,0.0632118443482386,-1.03978025086166,0.298442006461542,0.754021779142914,"Cct5"
"Odc1",37.4999408332338,0.136020353166907,0.130790168122451,1.03998913006641,0.298344950796537,0.754021779142914,"Odc1"
"Tmem173",102.896919827538,-0.107650032932034,0.103517079082347,-1.03992533296268,0.298374591867109,0.754021779142914,"Tmem173"
"Nol11",25.5085166542323,0.150380803581234,0.144622828688694,1.03981373442041,0.298426446916349,0.754021779142914,"Nol11"
"Tmem164",73.6900903160261,-0.111929451578786,0.107689874014699,-1.03936839561636,0.29863343665218,0.754133882935482,"Tmem164"
"Mphosph10",23.804052239531,0.158325872571766,0.152366474321753,1.03911226716074,0.298752526414356,0.754133882935482,"Mphosph10"
"Add3",43.7236407758292,0.138772354131739,0.133713903412065,1.03783040200454,0.29934902015376,0.755303159933819,"Add3"
"Eif1ax",72.7188734454849,-0.121532669343213,0.117218797290822,-1.03680187949453,0.299828199458077,0.755556567580247,"Eif1ax"
"Slc7a7",25.2540856253324,-0.159175357955768,0.153532081364353,-1.03675633484068,0.299849430119636,0.755556567580247,"Slc7a7"
"Pld3",1087.85421304368,0.0685282098953964,0.0660750463827547,1.03712692834797,0.299676706892823,0.755556567580247,"Pld3"
"Zbtb17",31.1080250677727,-0.139169433271526,0.134384019848464,-1.03560998866129,0.300384130100925,0.755560082237879,"Zbtb17"
"Bckdk",76.8503792767067,-0.115637587212738,0.111638117222984,-1.03582530849894,0.300283648195735,0.755560082237879,"Bckdk"
"Vps36",34.6896467896705,-0.138311421615275,0.133471274804812,-1.03626358418724,0.30007919016244,0.755560082237879,"Vps36"
"Ap1b1",90.6928147876623,-0.105288109991023,0.101630875625927,-1.03598546546581,0.300208923320443,0.755560082237879,"Ap1b1"
"1200014J11Rik",29.2430676193116,0.145181942052537,0.140245777613893,1.03519652799982,0.300577139920959,0.75571013839045,"1200014J11Rik"
"Hmga1-rs1",82.8378045104659,0.145204961731648,0.140364801476545,1.03448272076894,0.300910550621796,0.75587769963374,"Hmga1-rs1"
"B630005N14Rik",27.1098089305325,0.14680437307774,0.141881839144662,1.03469460195014,0.300811557789159,0.75587769963374,"B630005N14Rik"
"Ifi203",67.7781439889221,-0.157754221435214,0.152614893288105,-1.03367514163514,0.301288057987411,0.756490662212963,"Ifi203"
"Rps12",384.761817863861,0.143052346887165,0.138599854894032,1.03212479548797,0.302013659502801,0.757976708769873,"Rps12"
"Fn1",738.415789858129,-0.138610105311723,0.13436158553508,-1.03162004794543,0.302250144954071,0.758234427381461,"Fn1"
"Dennd1b",56.1140173130151,0.132440640994379,0.128665087911808,1.02934403686227,0.303318036756357,0.758628081483339,"Dennd1b"
"Tarbp2",27.4034335521934,0.143430795245548,0.139297151317388,1.02967500691196,0.303162591813022,0.758628081483339,"Tarbp2"
"Acadvl",87.8662238727842,-0.102088921595997,0.0991628107545882,-1.02950814745106,0.303240953188492,0.758628081483339,"Acadvl"
"Slc30a5",45.5622583522014,0.147245732587844,0.142912407264344,1.03032154734812,0.302859087395552,0.758628081483339,"Slc30a5"
"Gnl3l",27.5157593633474,0.148016322255809,0.143634870583664,1.03050409454432,0.302773431153085,0.758628081483339,"Gnl3l"
"Arid1a",48.7475429457053,0.12676640244699,0.123159255937646,1.02928847273298,0.303344138457958,0.758628081483339,"Arid1a"
"Rragc",45.4691742700187,0.12222827620502,0.118652544033384,1.03013616101337,0.302946092330886,0.758628081483339,"Rragc"
"Faf1",23.0589888924471,-0.162584796335429,0.158152986641198,-1.02802229529996,0.303939340221853,0.758671033506999,"Faf1"
"Aim1",27.0460475813517,-0.146428398405292,0.14251169357745,-1.02748339262219,0.304192901541986,0.758671033506999,"Aim1"
"Htra2",38.6003847831681,-0.137891967740701,0.134194644987773,-1.02755193959689,0.304160641426823,0.758671033506999,"Htra2"
"Mthfs",35.4733382404311,-0.156621031242028,0.152300950094363,-1.02836542480522,0.303777966120099,0.758671033506999,"Mthfs"
"1700123O20Rik",41.701918479744,-0.132347381764046,0.128796467119925,-1.02756996929749,0.304152156525056,0.758671033506999,"1700123O20Rik"
"Rae1",44.7682444921942,0.13369043620784,0.130089977455531,1.02767668057703,0.304101940677574,0.758671033506999,"Rae1"
"Rpl18",381.773062956686,0.128626544700972,0.125213332420034,1.02725917611943,0.304298439943781,0.758671033506999,"Rpl18"
"Pmp22",361.573002793406,-0.0827007655335329,0.0806725682528621,-1.02514110216887,0.305296614069056,0.760824939282911,"Pmp22"
"Cd2bp2",31.2321955145577,0.142560857748403,0.139130619745623,1.02465480286835,0.305526096166658,0.761050724703838,"Cd2bp2"
"Slc4a2",34.4838241922833,-0.14655657201985,0.143068554792938,-1.0243800409668,0.305655805439551,0.761050724703838,"Slc4a2"
"Mrps11",24.9076691014721,0.144588067205406,0.141453886283669,1.02215690925205,0.306706641772922,0.762395184604781,"Mrps11"
"Ccng2",34.1561371465583,-0.135718560637885,0.132674660674121,-1.02294258713984,0.306334992144554,0.762395184604781,"Ccng2"
"Camk2d",118.576307031116,0.105537065421753,0.103255197238461,1.02209930583951,0.306733901693824,0.762395184604781,"Camk2d"
"Akirin1",150.292776280378,-0.106591839494193,0.104271702581439,-1.02225087780592,0.30666217605803,0.762395184604781,"Akirin1"
"Prg2",22.7694609465613,-0.0498757253630292,0.0489709707944473,-1.01847532433816,0.308452121658704,0.762651908132582,"Prg2"
"G6pdx",288.488597142162,-0.111167968085117,0.109145454304277,-1.01853044447643,0.308425940246011,0.762651908132582,"G6pdx"
"Tmem184b",72.2304070180131,-0.144106599469453,0.141188855639279,-1.02066553919545,0.307412926663911,0.762651908132582,"Tmem184b"
"Rps25",541.043085895399,0.142065623275102,0.139310202462441,1.01977903099669,0.307833270177767,0.762651908132582,"Rps25"
"Mrpl40",58.0983968375005,0.118151426812574,0.115954808293597,1.01894374671739,0.308229673407113,0.762651908132582,"Mrpl40"
"Rcbtb2",65.6288488412321,-0.113958858365472,0.111782664508487,-1.0194680800154,0.307980799630204,0.762651908132582,"Rcbtb2"
"Znrf2",29.34152140825,0.144079389326679,0.141325907074001,1.01948320948144,0.307973620432846,0.762651908132582,"Znrf2"
"Atp5a1",935.530893264924,-0.0653113745202774,0.0639447672949432,-1.02137168189276,0.307078376617284,0.762651908132582,"Atp5a1"
"Wtap",63.8098337806522,-0.145320521951682,0.142618680712592,-1.01894451151554,0.30822931030031,0.762651908132582,"Wtap"
"Bin1",95.0016345764032,-0.0982179678195411,0.0963940957036639,-1.01892099409786,0.308240475904456,0.762651908132582,"Bin1"
"Rpa2",39.7180466920415,0.138557839732785,0.135722469273527,1.02089094366198,0.307306110319139,0.762651908132582,"Rpa2"
"Whsc1",27.4008922694426,0.142194565938376,0.139497659710812,1.01933298546481,0.308044909275954,0.762651908132582,"Whsc1"
"Rdh11",24.4445573539118,-0.155165664000564,0.152497580516393,-1.01749590698512,0.3089175783936,0.76342058853427,"Rdh11"
"Rnf130",25.0700891544474,0.154272569431253,0.151655843809583,1.01725436723002,0.309032438697303,0.76342058853427,"Rnf130"
"Srrm2",180.976734002912,0.103003599281967,0.101587806981825,1.01393663612007,0.310612988398921,0.766322945257592,"Srrm2"
"Tk2",23.1208041089682,0.155406318761069,0.153256461934003,1.01402783804308,0.310569469093548,0.766322945257592,"Tk2"
"Ecm1",51.1867314278577,0.123931663476378,0.122191955599133,1.01423749925856,0.310469439199584,0.766322945257592,"Ecm1"
"Speg",23.0462398294042,0.153412943972427,0.151421095832705,1.01315436352358,0.310986434869765,0.766684166367138,"Speg"
"Tm2d2",174.908714125346,-0.0974940972184492,0.0962369360722274,-1.01306318756115,0.311029980320814,0.766684166367138,"Tm2d2"
"Sh3bp2",57.1244829428024,0.108608342218384,0.10727325271164,1.01244568867817,0.311325002380268,0.767077734125642,"Sh3bp2"
"Dedd",29.2612385150408,-0.147332608346802,0.145652296805907,-1.0115364575619,0.311759741009138,0.767148264133212,"Dedd"
"Trip12",94.9189153835353,-0.0989035925689279,0.0977723480867905,-1.01157018834337,0.311743605870758,0.767148264133212,"Trip12"
"Fkbp15",59.3083023949657,-0.10921036215884,0.107952399048889,-1.0116529426028,0.311704022656181,0.767148264133212,"Fkbp15"
"Scaf8",23.0431238171365,-0.155563688200031,0.153973365575852,-1.01032855661907,0.312337903962927,0.768237370554647,"Scaf8"
"Tgs1",32.3573818399236,0.128509484280594,0.127272568149519,1.00971863889493,0.31263010991918,0.768622487163554,"Tgs1"
"Adh5",135.722921564053,-0.0830605568504733,0.082348176101583,-1.00865083821664,0.313142116819045,0.769213860430658,"Adh5"
"Abhd5",134.373322948365,-0.0869162861265349,0.0861576679951646,-1.00880499842931,0.313068163427973,0.769213860430658,"Abhd5"
"Mrpl50",31.0526048349972,0.133773331595142,0.132688310431175,1.00817721742361,0.313369393062372,0.769438626726369,"Mrpl50"
"Ifi27l1",64.3177633624204,-0.13697915753586,0.136029021102095,-1.00698480681598,0.313942075388355,0.770510931669903,"Ifi27l1"
"Rpl14",442.561913776586,0.124142302255924,0.1233796592599,1.00618127007806,0.314328380247224,0.770700097542418,"Rpl14"
"Fbxo42",29.941973017875,-0.148924516075405,0.14798509203954,-1.00634809914241,0.314248150523916,0.770700097542418,"Fbxo42"
"Shoc2",33.4069237582688,-0.147851842928033,0.147014847833717,-1.00569326912655,0.314563141982638,0.770700097542418,"Shoc2"
"Setd2",29.0975173023138,-0.146653285637921,0.145815885116172,-1.00574286211054,0.314539279114763,0.770700097542418,"Setd2"
"Prpf4b",26.1003313711316,-0.152924378663161,0.152161241103153,-1.00501532160539,0.314889472231034,0.770833105457137,"Prpf4b"
"Ap3m1",97.7592482458858,0.0945637070650186,0.0940829696524313,1.00510971767115,0.31484402132709,0.770833105457137,"Ap3m1"
"Vcan",58.1302139840448,-0.139392716879225,0.138912259747939,-1.00345870934759,0.315639589659683,0.772335731693187,"Vcan"
"Fam168a",24.2684727126124,-0.141164752729249,0.141091820166955,-1.00051691559587,0.317060415635412,0.775065415081673,"Fam168a"
"Apaf1",40.8773552683946,-0.131485032596201,0.131488727645874,-0.999971898354038,0.317324107605266,0.775065415081673,"Apaf1"
"Skp1a",193.981053113483,-0.0722315226188283,0.0722199029191892,-1.00016089331568,0.317232651182395,0.775065415081673,"Skp1a"
"Cbl",81.4325385682349,-0.100625555937297,0.100562228443406,-1.00062973439303,0.317005849245454,0.775065415081673,"Cbl"
"Pycard",366.539164137874,0.108788994369533,0.108817883571789,0.999734517881544,0.317439002718292,0.775065415081673,"Pycard"
"Nob1",27.692936032457,0.15088824697741,0.151066899468334,0.998817394865771,0.317883157914477,0.775147958649459,"Nob1"
"Klf3",23.7175542798181,-0.160096778610544,0.160281881805717,-0.998845139618477,0.317869715386274,0.775147958649459,"Klf3"
"Gusb",327.336070518234,0.109864533113654,0.109969097584919,0.999049146773402,0.317770883922205,0.775147958649459,"Gusb"
"Ttc3",32.7647569659636,0.131332261031635,0.131557684703454,0.998286503199515,0.318140450430412,0.775441691436191,"Ttc3"
"Ech1",137.424554982514,-0.109281306049208,0.109504632556364,-0.997960574799963,0.318298476666708,0.775493322128219,"Ech1"
"Mtfr1l",86.0105820425324,0.101331419155751,0.101642229659933,0.996942112493776,0.318792608959991,0.775795551089202,"Mtfr1l"
"Cisd1",62.2612275603388,0.150467997892891,0.150942188582348,0.996858461548019,0.318833216602568,0.775795551089202,"Cisd1"
"Naa20",146.080370298522,-0.103778561031245,0.104052528195236,-0.997367030203466,0.318586388548878,0.775795551089202,"Naa20"
"Hspbp1",47.1319750311696,-0.126314409175879,0.126755258166595,-0.996522045735278,0.318996561001587,0.775859876049782,"Hspbp1"
"Samd8",67.4142648188688,-0.103170131390144,0.103642451218924,-0.995442795657325,0.319520953193629,0.776468800063592,"Samd8"
"Plau",176.19814127999,0.132043995658712,0.13264602606711,0.99546137621874,0.31951192039569,0.776468800063592,"Plau"
"Nxf1",47.6019209617428,-0.122790669399833,0.123393196679913,-0.995117013771484,0.319679356713186,0.776520752033273,"Nxf1"
"Atp9b",55.8024233381743,-0.112166127033512,0.112756357684764,-0.994765433511943,0.319850361687842,0.77660325607755,"Atp9b"
"Sirpa",1161.15365798204,-0.0799084024468845,0.0803885007472536,-0.994027773924053,0.320209346039745,0.7771419117804,"Sirpa"
