Associated Gene Name,Avg Length,Avg GC,Avg KPK
1700063H06Rik,445.0,0.388764044944,1000.0
1700064H15Rik,394.0,0.456852791878,1000.0
1700065D16Rik,2769.0,0.525460455038,1000.0
1700066B19Rik,2067.0,0.535675924656,1000.0
1700066J03Rik,444.0,0.509009009009,1000.0
1700066M21Rik,3008.0,0.405585106383,1000.0
1700066O22Rik,654.2,0.439876458301,1000.0
1700067K01Rik,1042.25,0.583146155373,1000.0
1700067P10Rik,794.0,0.5,1000.0
1700069B07Rik,823.0,0.59659781288,1000.0
1700069L16Rik,618.666666667,0.539299917428,997.774067891
1700071G01Rik,363.0,0.454545454545,1000.0
1700071M16Rik,1088.25,0.442000985446,1000.0
1700074P13Rik,1326.0,0.396233842246,998.691099476
1700080E11Rik,871.0,0.553386911596,1000.0
1700080G11Rik,436.0,0.403669724771,1000.0
1700080N15Rik,722.0,0.477834443925,1000.0
1700080O16Rik,1343.0,0.479407456368,1000.0
1700082M22Rik,1280.0,0.414119407705,1000.0
1700084C01Rik,1412.0,0.502226499921,1000.0
1700084C06Rik,750.0,0.537333333333,1000.0
1700084J12Rik,1005.0,0.468656716418,1000.0
1700084M14Rik,559.0,0.429338103757,1000.0
1700086D15Rik,1092.0,0.504120879121,992.578849722
1700086L19Rik,709.0,0.407616361072,1000.0
1700086O06Rik,1368.5,0.514919011083,1000.0
1700086P04Rik,1009.0,0.467789890981,986.934673367
1700087M22Rik,208.0,0.418269230769,1000.0
1700088E04Rik,1253.0,0.550678371907,1000.0
1700092C02Rik,359.0,0.431754874652,1000.0
1700092C10Rik,585.0,0.505982905983,1000.0
1700092C17Rik,347.0,0.471034241789,1000.0
1700092E19Rik,616.0,0.456318865017,1000.0
1700092K14Rik,395.0,0.506329113924,1000.0
1700092M07Rik,380.0,0.542105263158,1000.0
1700093J21Rik,648.0,0.524691358025,1000.0
1700093K21Rik,949.0,0.468310033662,1000.0
1700095A21Rik,1069.0,0.383536014967,1000.0
1700095B10Rik,962.5,0.503264533572,1000.0
1700095J03Rik,1808.0,0.52267699115,1000.0
1700095J07Rik,989.0,0.463530895021,996.764917326
1700095J12Rik,737.0,0.492537313433,1000.0
1700099I09Rik,723.0,0.445914719763,1000.0
1700101E01Rik,823.5,0.528736740598,1000.0
1700101I11Rik,884.0,0.457013574661,1000.0
1700101I19Rik,390.0,0.571794871795,1000.0
1700102P08Rik,1094.0,0.467093235832,1000.0
1700104B16Rik,555.0,0.49009009009,1000.0
1700106J16Rik,1219.0,0.527481542248,1000.0
1700108N11Rik,917.0,0.57360959651,1000.0
1700109G15Rik,384.0,0.447916666667,1000.0
1700109H08Rik,534.5,0.412532042093,1000.0
1700109K24Rik,1045.0,0.426794258373,1000.0
1700110I01Rik,1117.75,0.46814786211,994.52014218
1700110K17Rik,832.0,0.509394773704,1000.0
1700111E14Rik,901.0,0.411764705882,1000.0
1700112D23Rik,546.0,0.481684981685,1000.0
1700112E06Rik,813.166666667,0.515591267744,1000.0
1700112J05Rik,793.0,0.479192938209,1000.0
1700112J16Rik,2215.0,0.466817155756,979.554747842
1700112K13Rik,701.0,0.455064194009,1000.0
1700113A16Rik,983.0,0.504577822991,1000.0
1700113H08Rik,1343.0,0.48399106478,999.247554552
1700116B05Rik,364.5,0.522109755724,1000.0
1700119I11Rik,334.0,0.455089820359,1000.0
1700120B22Rik,453.0,0.57174392936,1000.0
1700120C18Rik,985.0,0.430456852792,1000.0
1700120E14Rik,765.5,0.490013986062,1000.0
1700120G11Rik,491.0,0.380855397149,1000.0
1700120O09Rik,977.0,0.49846468782,1000.0
1700121C08Rik,677.0,0.466765140325,1000.0
1700121N20Rik,1027.0,0.513145082765,1000.0
1700122E12Rik,428.0,0.51664608518,1000.0
1700122O11Rik,771.0,0.516212710765,1000.0
1700123I01Rik,1400.5,0.506408249187,1000.0
1700123K08Rik,1047.0,0.50811843362,1000.0
1700123L14Rik,1703.0,0.500880798591,989.934872706
1700123M08Rik,584.0,0.486247923813,1000.0
1700123O12Rik,562.5,0.447281418791,979.573712256
1700123O20Rik,1889.0,0.54420328216,1000.0
1700125G02Rik,519.0,0.610789980732,1000.0
1700125G22Rik,861.0,0.501742160279,1000.0
1700125H03Rik,572.5,0.492555532207,1000.0
1700125H20Rik,826.5,0.498908296943,992.391087193
1700128E19Rik,2439.0,0.519065190652,1000.0
1700128F08Rik,1110.0,0.477477477477,993.613138686
1700129C05Rik,685.5,0.437837355862,987.942122186
1810008B01Rik,829.0,0.557297949337,1000.0
1810009A15Rik,615.0,0.520325203252,1000.0
1810009J06Rik,856.0,0.461448598131,1000.0
1810010H24Rik,1148.5,0.510577960052,1000.0
1810010K12Rik,1266.0,0.519211050199,1000.0
1810011H11Rik,1473.0,0.496266123557,1000.0
1810011O10Rik,1331.0,0.456048084147,1000.0
1810012K08Rik,574.0,0.585365853659,1000.0
1810013D15Rik,437.0,0.519849012776,1000.0
1810013L24Rik,4066.0,0.449090014757,1000.0
1810014B01Rik,1661.0,0.456953642384,1000.0
1810019D21Rik,814.333333333,0.547323392584,1000.0
1810019N24Rik,1474.0,0.502035278155,1000.0
1810020O05Rik,1047.0,0.485195797517,1000.0
1810021B22Rik,492.0,0.544098896161,998.113207547
1810022K09Rik,528.0,0.462121212121,1000.0
1810024B03Rik,1815.0,0.430080753162,1000.0
1810026B05Rik,5140.0,0.386964980545,996.098322279
1810026J23Rik,3170.0,0.512302839117,1000.0
1810030O07Rik,2699.0,0.464616524639,1000.0
1810032O08Rik,879.285714286,0.539644157292,1000.0
1810034E14Rik,1756.0,0.518792710706,1000.0
1810037I17Rik,1010.0,0.422772277228,1000.0
1810041L15Rik,5915.0,0.537785291631,996.271818336
1810043G02Rik,2126.0,0.568688456605,999.660976388
1810043H04Rik,780.0,0.555128205128,1000.0
1810046K07Rik,892.0,0.538768259881,1000.0
1810049J17Rik,462.0,0.746753246753,1000.0
1810055G02Rik,1882.0,0.555791710946,1000.0
1810058I24Rik,1481.0,0.487466525928,996.410051855
1810059C17Rik,487.0,0.517453798768,1000.0
1810059H22Rik,851.0,0.539773285787,998.346560847
1810062G17Rik,911.0,0.51262349067,1000.0
1810062O18Rik,604.0,0.552973570215,1000.0
1810063I02Rik,274.0,0.507299270073,1000.0
1810064F22Rik,1206.0,0.385572139303,975.67114094
1810065E05Rik,926.0,0.480561555076,1000.0
2010001A14Rik,586.333333333,0.530659221346,1000.0
2010001E11Rik,2285.0,0.481400437637,1000.0
2010002M12Rik,3291.0,0.415481046317,1000.0
2010003K11Rik,1165.0,0.551072961373,1000.0
2010005H15Rik,294.0,0.418367346939,1000.0
2010007H06Rik,626.0,0.463258785942,998.366013072
2010012O05Rik,2176.0,0.437040441176,950.046253469
2010013B24Rik,747.0,0.453815261044,1000.0
2010015M23Rik,1199.0,0.461217681401,1000.0
2010016I18Rik,1425.0,0.56350877193,1000.0
2010106E10Rik,1266.5,0.377825244462,1000.0
2010107E04Rik,365.0,0.430136986301,1000.0
2010107G12Rik,1235.25,0.554938803664,999.421564091
2010107G23Rik,937.363636364,0.546053225335,998.172261965
2010109A12Rik,549.0,0.44262295082,985.046728972
2010109I03Rik,1887.0,0.509273979862,988.254137747
2010110E17Rik,879.0,0.424345847554,1000.0
2010110K18Rik,1539.0,0.455693215339,990.989103101
2010111I01Rik,3234.6,0.497747586593,1000.0
2010204K13Rik,721.5,0.486740037467,992.553452868
2010300C02Rik,2653.33333333,0.588270401941,957.453182493
2010300F17Rik,1748.5,0.467226760827,997.679701411
2010315B03Rik,1368.0,0.37680106958,876.659320998
2010320O07Rik,525.0,0.445714285714,972.602739726
2200002D01Rik,937.5,0.575706678689,967.41446142
2200002J24Rik,333.0,0.540540540541,1000.0
2210008F06Rik,1082.0,0.563770794824,996.254681648
2210010C04Rik,2142.0,0.436507936508,1000.0
2210011C24Rik,627.0,0.601275917065,1000.0
2210013O21Rik,682.666666667,0.44623655914,1000.0
2210016F16Rik,2822.0,0.510276399717,1000.0
2210016L21Rik,1050.4,0.583991834427,1000.0
2210017G18Rik,1203.0,0.404821280133,989.066442389
2210018M11Rik,4005.0,0.488389513109,999.749436232
2210019I11Rik,1149.5,0.505894121268,1000.0
2210404O09Rik,1744.0,0.356651376147,820.231213873
2210406O10Rik,1148.0,0.497681699177,999.7108155
2210407C18Rik,841.666666667,0.455576515065,1000.0
2210408F21Rik,564.214285714,0.513127275298,1000.0
2210408I21Rik,4558.0,0.421895568232,1000.0
2210411M09Rik,643.0,0.494556765163,998.410174881
2210414B05Rik,872.0,0.403669724771,1000.0
2210417A02Rik,550.0,0.454545454545,1000.0
2210418O10Rik,1770.5,0.39354396576,922.557922027
2300002M23Rik,1368.0,0.576795651195,959.985376788
2300003K06Rik,919.0,0.577801958651,956.906077348
2300005B03Rik,464.0,0.558189655172,1000.0
2300009A05Rik,598.0,0.573578595318,1000.0
2310001H17Rik,2076.33333333,0.424089605732,996.588400562
2310001K24Rik,459.0,0.540305010893,1000.0
2310002F09Rik,1300.0,0.465148698011,1000.0
2310002L09Rik,1105.0,0.42775838928,1000.0
2310003H01Rik,1778.125,0.611523156542,1000.0
2310003L06Rik,1603.0,0.386150966937,1000.0
2310005A03Rik,1398.0,0.483547925608,1000.0
2310007B03Rik,2186.5,0.56075741287,1000.0
2310007L24Rik,940.5,0.587017562309,1000.0
2310009B15Rik,571.0,0.556917688266,1000.0
2310010G23Rik,1020.0,0.446078431373,1000.0
2310010J17Rik,451.0,0.443458980044,1000.0
2310011J03Rik,1649.0,0.587628865979,1000.0
2310014F06Rik,659.0,0.464339908953,1000.0
2310014L17Rik,3239.0,0.529484408768,1000.0
2310015A10Rik,4843.0,0.499483791039,999.378753365
2310015B20Rik,425.0,0.487058823529,1000.0
2310016D23Rik,388.0,0.489690721649,1000.0
2310016G11Rik,881.0,0.524404086266,1000.0
2310022A10Rik,2634.0,0.569096431283,1000.0
2310022B05Rik,3297.0,0.571731877464,1000.0
2310026I22Rik,1300.0,0.471538461538,1000.0
2310026L22Rik,400.0,0.49,1000.0
2310030G06Rik,1242.0,0.460547504026,1000.0
2310031A07Rik,990.0,0.410101010101,1000.0
2310033P09Rik,1285.0,0.578210116732,1000.0
2310035C23Rik,5370.0,0.44087070276,1000.0
2310036O22Rik,891.0,0.599326599327,1000.0
2310039H08Rik,773.0,0.579560155239,1000.0
2310040G07Rik,470.0,0.462809505697,1000.0
2310043M15Rik,1553.0,0.520927237605,1000.0
2310044K18Rik,618.0,0.511326860841,1000.0
2310045N01Rik,856.166666667,0.562651450818,1000.0
2310047M10Rik,1802.0,0.627635960044,1000.0
2310050C09Rik,1067.0,0.534208059981,981.006647673
2310057J18Rik,1095.0,0.388063951119,1000.0
2310057M21Rik,2214.0,0.469738030714,1000.0
2310057N15Rik,1026.0,0.450292397661,916.007905138
2310058D17Rik,3201.0,0.460481099656,996.234703483
2310061I04Rik,881.555555556,0.54969868087,1000.0
2310061N02Rik,792.0,0.464646464646,1000.0
2310065F04Rik,1886.5,0.487108378163,999.446494465
2310067B10Rik,1851.28571429,0.592797448774,999.837326736
2310069G16Rik,841.0,0.469678953627,1000.0
2310075C17Rik,326.0,0.377300613497,993.58974359
2310079G19Rik,879.0,0.489192263936,1000.0
2310081O03Rik,759.0,0.453227931489,1000.0
2410002F23Rik,1839.41666667,0.530416144941,998.759479156
2410003L11Rik,627.0,0.483224909902,1000.0
2410004B18Rik,1062.5,0.512316014848,1000.0
2410004I01Rik,1187.0,0.490311710194,1000.0
2410004N09Rik,366.5,0.550671578786,1000.0
2410004P03Rik,1798.0,0.57063403782,1000.0
